image,num_lines,trend_1,trend_2,trend_3,trend_4,trend_5,trend_overall
1606.03000v1-Figure4-1.png,3,Line is segmented and ylabel trends roughly decreasing at a decreasing rate. Then decreases at an increasing rate. ,"Line is segmented each segment decreases the ylabel different constant rates, alternating between steep slope and gradual slope. ","Line is segmented each segment decreases the ylabel different constant rates, alternating between steep slope and gradual slope. ",,,"Line 1 trends at ylabel below line 3, then roughly overlapping line 3 after the mid xlabel value. Line 1 trends in roughly the same manner as line 2 above it at the ylabel value. "
1607.02003v1-Figure8-1.png,4,Line is segmented and trends at the top ylabel value horizontal then decreases at a constant rate for three segments and the middle segment has a slope that is not as steep.,Line is segmented and trends decreasing at an increasing rate. ,Line is five linear segments that decrease at a various constant rates. The third segment and the fifth segment have steeper slopes than the others. ,Line is five linear segments that decrease at a various constant rates. The third segment and the fifth segment have steeper slopes than the others. ,,Line 1 and line 3 begin at same ylabel above line 2. Line 3 drops below line 2 and line 2 stays below line 1. Line 4 begins ylabel below line 2 and stays below line 3.
1608.02112v2-Figure9-1.png,3,Line trends ylabel increases at a decreasing rate. ,Line trends ylabel increasing at a decreasing rate. ,Line ylabel increases at a decreasing rate. ,,,Line 1 trends with ylabel value staying above line 2. Line 3 begins at ylabel below line 2 then increases to merge and end overlapping line 1.
1607.08791v1-Figure4-1.png,4,Line trends increasing at a decreasing rate. ,"Line trends increasing from bottom ylabel value roughly vertical vertically, then increases at a decreasing rate briefly before plateauing horizontal near top ylabel value. ","Line trends increasing from bottom ylabel value vertically, then increases at a decreasing rate briefly before plateauing horizontal near top ylabel value. ","Line trends increasing from bottom ylabel value vertically, then increases at a decreasing rate briefly before plateauing horizontal near top ylabel value",,"Line 4 trends beginning at first xlabel value with line 2 then increases above line 2 on the ylabel, then line 2 mergers with line 4 horizontally near top ylabel value. Line 3 begins after lines 4 and _value_ on the xlabel and trends below line 2 until near top ylabel value where it merges lines 4 and 2 overlapping them horizontal. Line 1 begins after line 3 at xlabel and stays below it ending at a lower ylabel value. "
1607.05543v1-Figure10-1.png,4,Line trends increasing at a decreasing rate.,Line trends increasing at a decreasing rate.,"Line trends increasing at an increasing rate, then increases at a decreasing rate.","Line trends increasing at a constant rate, then decreases at an increasing rate. ",,"All of the lines a segmented. Lines 3 and line 4 trend overlapping for one segment, then line 4 drops below line 3. Line 1 and line 2 trend above line 3. Line 1 and line 2 trend the same , with line 1 being slightly above line 2"
1607.01995v1-Figure4-1.png,4,Line trends decreasing at a decreasing rate. ,"Line trends decreasing at a constant ( near vertical) rate, then is horizontal, then sharply decreases at an increasing rate, then briefly decreases at a decreasing rate then very gradually decreases at a constant ( almost horizontal) rate. ",Line decreases at a decreasing rate. ,"Line decreases at a decreasing, then increasing, then decreasing rate. ",,Line 1 and 2 trend in roughly the same manner. Line 3 and 4 trend in roughly the same manner. Line 3 and 4 begin at a higher ylabel value and end at a higher xlabel value then lines 1 and 2. Line 2 intersects with line 3 twice
1609.06261v1-Figure16-1.png,2,Line trends increasing the ylabel at a decreasing rate. ,Line trends increasing the ylabel at a decreasing rate. ,,,,Lines 1 and line 2 trend in roughly the same manner with line 2 staying at ylabel above line 1.
1609.02682v1-Figure8-1.png,3,Line decreases at a decreasing rate.,Line decreases at a decreasing rate.,Line decreases at a decreasing rate.,,,"Lines 1, line 2, and line 3 end at the bottom ylabel value, and begin at the same point, then line 1 and line 2 roughly overlap and drop below line 3, ending earlier on the xlabel. "
1609.02227v1-Figure9-1.png,2,Line decreases at a decreasing rate. ,"Line roughly decreases at two different constant rates, the second much more gradually then the first. ",,,,Line 2 trends at ylabel value above line 1. Line 2 changes slopes at _value_ on the xlabel. 
1609.04809v1-Figure8-1.png,4,Line roughly increases at a constant rate then increases at a decreasing rate. Then very briefly decreases at a constant rate. ,"Line trends roughly increasing at a constant rate, then very slightly increases at a decreasing rate, then very briefly is horizontal. ","Line increases at a constant rate, then is roughly horizontal. ","Line increases at a constant rate, then very briefly increases at a decreasing rate. ",,All lines begin at same point at bottom ylabel value. Line 1 increases ylabel value above line 2. Line 2 increases ylabel value above line 4. Line 4 increases ylabel value just above line 3.
1612.04058v1-Figure6-1.png,2,"Line increases ylabel at a constant rate, then increases at a decreasing rate, then decreases gradually at an increasing rate. ","Line increases ylabel at a constant rate, then increases at a decreasing rate, then decreases gradually at an increasing rate. ",,,,Line 1 trends at ylabel slightly above line 2.
1612.01234v1-Figure8-1.png,5,"Line trends decreasing the ylabel roughly vertically, then is horizontal, then decreases vertical, then it is horizontal. ","Line decreases ylabel roughly vertical, then it alternates horizontal, vertical, stepping down three times and ending horizontal ","Line is slightly noisy and roughly decreases ylabel vertically, then decreases at a constant rate, then it is horizontal. ","Line roughly decreases ylabel vertically, then decreases at a constant, then briefly decreasing, then constant rate, then trends roughly horizontal. ","Line trends roughly decreasing the ylabel vertically, then at a constant rate, then vertically again, then decreases at a decreasing rate, then is roughly horizontal. ","Line 1 begins first at xlabel _value_. Lines 2, line 3, line 4, and line 5 begin at xlabel _value_. All lines begin at the same upper ylabel value. Lines 1 lines 2 and line 3 all trend together horizontal at the middle ylabel value. Line 4 drops to trend below them horizontal, and line 5 trends horizontal below line 4."
1611.03231v1-Figure8-1.png,2,"Line is irregular, and trends roughly horizontal at ylabel value _value_, increases back down ylabel with two significant upward spikes, with a downward spike in between them. ","Line trends overall roughly decreasing at a very gradual constant rate, occasionally decreasing and increasing ear the ylabel value of _value_.",,,,"Line 2 trends just slightly below line 1. Line 1 reaches a global maximum of ylabel value _value_ on the first upward spike, and a global minimum of ylabel value _value_ on downward spike, the second upward spike reaches ylabel value of _value_."
1611.00531v1-Figure9-1.png,4,"Line trends decreasing at a decreasing rate, then it decreases at an increasing rate, then decreases at a decreasing rate, then increases at an increasing rate, then increases at a decreasing rate, then increases at an increasing rate. ","Line trends decreasing at a decreasing rate, then it decreases at a constant rate, then it is horizontal, then increases at a constant rate, then increases at a decreasing rate, then increases at an increasing rate. ","Line trends decreasing at a decreasing rate, then it is horizontal, then it decreases at a decreasing rate, then increases at an increasing rate, then is horizontal, then increases at an increasing rate. ","Line trends decreasing at a decreasing rate, then decreases at a constant rate, then increases at a decreasing rate, then decreases at an increasing rate, then increases at a constant rate, then increases at an increasing rate. ",,All of the lines trend in roughly the same manner with line 1 tending at ylabel above line 2. Line 2 trends at ylabel above line 3. Line 3 trends at ylabel above line 4. All lines mirror themselves across the middle xlabel. 
